assay_description,canonical_smiles,document_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value,SMILES,year
Inhibition of human PI3Kgamma,Cc1ccc(O)c(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c1,CHEMBL1138050,=,=,IC50,nM,39.0,IC50,nM,39.0,Cc1ccc(O)c(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c1,2006
Inhibition of human PI3Kgamma,O=C1NC(=O)/C(=C/c2ccc(-c3cc(OC(F)(F)F)ccc3O)o2)S1,CHEMBL1138050,=,=,IC50,nM,56.0,IC50,nM,56.0,O=C1NC(=O)/C(=C/c2ccc(-c3cc(OC(F)(F)F)ccc3O)o2)S1,2006
Inhibition of human PI3Kgamma,N#Cc1ccc(O)c(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c1,CHEMBL1138050,=,=,IC50,nM,40.0,IC50,nM,40.0,N#Cc1ccc(O)c(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c1,2006
Inhibition of human PI3Kgamma,O=C1NC(=O)/C(=C/c2ccc(-c3cc(Cl)ccc3O)o2)S1,CHEMBL1138050,=,=,IC50,nM,43.0,IC50,nM,43.0,O=C1NC(=O)/C(=C/c2ccc(-c3cc(Cl)ccc3O)o2)S1,2006
Inhibition of human PI3Kgamma,O=C1NC(=O)/C(=C/c2ccc(-c3cc(F)ccc3O)o2)S1,CHEMBL1138050,=,=,IC50,nM,37.0,IC50,nM,37.0,O=C1NC(=O)/C(=C/c2ccc(-c3cc(F)ccc3O)o2)S1,2006
Inhibition of human PI3Kgamma,COC(=O)c1ccc(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c(O)c1,CHEMBL1138050,=,=,IC50,nM,29.0,IC50,nM,29.0,COC(=O)c1ccc(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c(O)c1,2006
Inhibition of human PI3Kgamma,O=C1NC(=O)/C(=C/c2ccc(-c3ccc(O)cc3O)o2)S1,CHEMBL1138050,=,=,IC50,nM,20.0,IC50,nM,20.0,O=C1NC(=O)/C(=C/c2ccc(-c3ccc(O)cc3O)o2)S1,2006
Inhibition of human PI3Kgamma at 1 uM,O=C1NC(=O)/C(=C/c2ccc(-c3cccc4cccnc34)o2)S1,CHEMBL1138050,=,=,Inhibition,%,17.0,Inhibition,%,17.0,O=C1NC(=O)/C(=C/c2ccc(-c3cccc4cccnc34)o2)S1,2006
Inhibition of human PI3Kgamma at 1 uM,O=C1NC(=O)/C(=C/c2ccc(-c3nccc4ccccc34)o2)S1,CHEMBL1138050,=,=,Inhibition,%,13.0,Inhibition,%,13.0,O=C1NC(=O)/C(=C/c2ccc(-c3nccc4ccccc34)o2)S1,2006
Inhibition of human PI3Kgamma,O=C1NC(=O)/C(=C/c2ccc(-c3cccnc3)o2)S1,CHEMBL1138050,=,=,IC50,nM,950.0,IC50,nM,950.0,O=C1NC(=O)/C(=C/c2ccc(-c3cccnc3)o2)S1,2006
Inhibition of human PI3Kgamma,O=C1NC(=O)/C(=C/c2ccc(-c3ccccn3)o2)S1,CHEMBL1138050,=,=,IC50,nM,110.0,IC50,nM,110.0,O=C1NC(=O)/C(=C/c2ccc(-c3ccccn3)o2)S1,2006
Inhibition of human PI3Kgamma,O=C1NC(=O)/C(=C/c2ccc(-c3ccc([N+](=O)[O-])o3)o2)S1,CHEMBL1138050,=,=,IC50,nM,20000.0,IC50,nM,20000.0,O=C1NC(=O)/C(=C/c2ccc(-c3ccc([N+](=O)[O-])o3)o2)S1,2006
Inhibition of human PI3Kgamma,O=C1NC(=O)/C(=C/c2ccc(-c3ccoc3)o2)S1,CHEMBL1138050,=,=,IC50,nM,840.0,IC50,nM,840.0,O=C1NC(=O)/C(=C/c2ccc(-c3ccoc3)o2)S1,2006
Inhibition of human PI3Kgamma,O=C1NC(=O)/C(=C/c2ccc(-c3ccc4c(c3)OCO4)o2)S1,CHEMBL1138050,=,=,IC50,nM,20000.0,IC50,nM,20000.0,O=C1NC(=O)/C(=C/c2ccc(-c3ccc4c(c3)OCO4)o2)S1,2006
Inhibition of human PI3Kgamma at 1 uM,O=C1NC(=O)/C(=C/c2ccc(-c3cccc([N+](=O)[O-])c3)o2)S1,CHEMBL1138050,=,=,Inhibition,%,24.0,Inhibition,%,24.0,O=C1NC(=O)/C(=C/c2ccc(-c3cccc([N+](=O)[O-])c3)o2)S1,2006
Inhibition of human PI3Kgamma,COc1cccc(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c1,CHEMBL1138050,=,=,IC50,nM,2600.0,IC50,nM,2600.0,COc1cccc(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c1,2006
Inhibition of human PI3Kgamma at 1 uM,O=C1NC(=O)/C(=C/c2ccc(-c3ccccc3O)s2)S1,CHEMBL1138050,=,=,Inhibition,%,27.0,Inhibition,%,27.0,O=C1NC(=O)/C(=C/c2ccc(-c3ccccc3O)s2)S1,2006
Inhibition of human PI3Kgamma at 1 uM,Nc1ccc([N+](=O)[O-])cc1-c1ccc(/C=C2\SC(=O)NC2=O)o1,CHEMBL1138050,=,=,Inhibition,%,18.0,Inhibition,%,18.0,Nc1ccc([N+](=O)[O-])cc1-c1ccc(/C=C2\SC(=O)NC2=O)o1,2006
Inhibition of human PI3Kgamma at 1 uM,CC(=O)Nc1ccccc1-c1ccc(/C=C2\SC(=O)NC2=O)o1,CHEMBL1138050,=,=,Inhibition,%,24.0,Inhibition,%,24.0,CC(=O)Nc1ccccc1-c1ccc(/C=C2\SC(=O)NC2=O)o1,2006
Inhibition of human PI3Kgamma at 1 uM,O=C(O)Cc1cccc(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c1,CHEMBL1138050,=,=,Inhibition,%,15.0,Inhibition,%,15.0,O=C(O)Cc1cccc(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c1,2006
Inhibition of human PI3Kgamma,COC(=O)c1cccc(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c1,CHEMBL1138050,=,=,IC50,nM,13500.0,IC50,nM,13500.0,COC(=O)c1cccc(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c1,2006
Inhibition of human PI3Kgamma,O=C1NC(=O)/C(=C/c2ccc(-c3cccc(C(=O)O)c3)o2)S1,CHEMBL1138050,=,=,IC50,nM,4300.0,IC50,nM,4300.0,O=C1NC(=O)/C(=C/c2ccc(-c3cccc(C(=O)O)c3)o2)S1,2006
Inhibition of human PI3Kgamma at 1 uM,O=C(O)Cc1ccccc1-c1ccc(/C=C2\SC(=O)NC2=O)o1,CHEMBL1138050,=,=,Inhibition,%,12.0,Inhibition,%,12.0,O=C(O)Cc1ccccc1-c1ccc(/C=C2\SC(=O)NC2=O)o1,2006
Inhibition of human PI3Kgamma at 1 uM,COC(=O)c1ccccc1-c1ccc(/C=C2\SC(=O)NC2=O)o1,CHEMBL1138050,=,=,Inhibition,%,2.0,Inhibition,%,2.0,COC(=O)c1ccccc1-c1ccc(/C=C2\SC(=O)NC2=O)o1,2006
Inhibition of human PI3Kgamma at 1 uM,O=C1NC(=O)/C(=C/c2ccc(-c3ccccc3C(=O)O)o2)S1,CHEMBL1138050,=,=,Inhibition,%,4.0,Inhibition,%,4.0,O=C1NC(=O)/C(=C/c2ccc(-c3ccccc3C(=O)O)o2)S1,2006
Inhibition of human PI3Kgamma,O=C1NC(=O)/C(=C/c2ccc(-c3ccccc3F)o2)S1,CHEMBL1138050,=,=,IC50,nM,1200.0,IC50,nM,1200.0,O=C1NC(=O)/C(=C/c2ccc(-c3ccccc3F)o2)S1,2006
Inhibition of human PI3Kgamma,O=C1NC(=O)/C(=C/c2ccc(-c3ccccc3Cl)o2)S1,CHEMBL1138050,=,=,IC50,nM,20000.0,IC50,nM,20000.0,O=C1NC(=O)/C(=C/c2ccc(-c3ccccc3Cl)o2)S1,2006
Inhibition of human PI3Kgamma at 1 uM,COc1ccccc1-c1ccc(/C=C2\SC(=O)NC2=O)o1,CHEMBL1138050,=,=,Inhibition,%,44.0,Inhibition,%,44.0,COc1ccccc1-c1ccc(/C=C2\SC(=O)NC2=O)o1,2006
Inhibition of human PI3Kgamma,O=C1NC(=O)/C(=C/c2ccc(-c3ccc(O)cc3)o2)S1,CHEMBL1138050,=,=,IC50,nM,380.0,IC50,nM,380.0,O=C1NC(=O)/C(=C/c2ccc(-c3ccc(O)cc3)o2)S1,2006
Inhibition of human PI3Kgamma,O=C1NC(=O)/C(=C/c2ccc(-c3cccc(O)c3)o2)S1,CHEMBL1138050,=,=,IC50,nM,290.0,IC50,nM,290.0,O=C1NC(=O)/C(=C/c2ccc(-c3cccc(O)c3)o2)S1,2006
Inhibition of human PI3Kgamma,O=C1NC(=O)/C(=C/c2ccc(-c3ccccc3O)o2)S1,CHEMBL1138050,=,=,IC50,nM,30.0,IC50,nM,30.0,O=C1NC(=O)/C(=C/c2ccc(-c3ccccc3O)o2)S1,2006
Inhibition of human PI3Kgamma,O=C1NC(=O)/C(=C/c2ccc(-c3ccccc3)o2)S1,CHEMBL1138050,=,=,IC50,nM,20000.0,IC50,nM,20000.0,O=C1NC(=O)/C(=C/c2ccc(-c3ccccc3)o2)S1,2006
Inhibition of His-tagged PI3K p110gamma by SPA,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,CHEMBL1144502,=,=,IC50,nM,1600.0,IC50,uM,1.6,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,2007
Inhibition of His-tagged PI3K p110gamma by SPA,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)c1nc(-c2cnc3ccc(Cl)cn23)cs1.Cl,CHEMBL1144502,=,=,IC50,nM,230.0,IC50,uM,0.23,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)c1nc(-c2cnc3ccc(Cl)cn23)cs1.Cl,2007
Inhibition of PI3Kgamma,C/C(O)=C(\C#N)C(=O)Nc1cc(Br)ccc1Br,CHEMBL1144565,>,>,IC50,nM,500000.0,IC50,uM,500.0,C/C(O)=C(\C#N)C(=O)Nc1cc(Br)ccc1Br,2007
Inhibition of His-tagged human p110gamma expressed in SF9/Baculovirus system by SPA,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,CHEMBL1143746,=,=,IC50,nM,1600.0,IC50,uM,1.6,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,2007
Inhibition of His-tagged human p110gamma expressed in SF9/Baculovirus system by SPA,Cl.Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,CHEMBL1143746,=,=,IC50,nM,250.0,IC50,uM,0.25,Cl.Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,2007
Inhibition of His-tagged human p110gamma expressed in SF9/Baculovirus system by SPA,Cl.Oc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,CHEMBL1143746,=,=,IC50,nM,660.0,IC50,uM,0.66,Cl.Oc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,2007
Inhibition of His-tagged human p110gamma expressed in SF9/Baculovirus system by SPA,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnc2ccc(Br)cn12.Cl,CHEMBL1143746,=,=,IC50,nM,40.0,IC50,uM,0.04,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnc2ccc(Br)cn12.Cl,2007
Inhibition of p110gamma,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,CHEMBL1144634,=,=,IC50,nM,1600.0,IC50,uM,1.6,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,2007
Inhibition of p110gamma,Cl.Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,CHEMBL1144634,=,=,IC50,nM,250.0,IC50,uM,0.25,Cl.Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,2007
Inhibition of p110gamma,Cl.Oc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,CHEMBL1144634,=,=,IC50,nM,660.0,IC50,uM,0.66,Cl.Oc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,2007
Inhibition of recombinant PI3Kgamma,Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,CHEMBL1148756,=,=,IC50,nM,83.0,IC50,nM,83.0,Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,2007
Inhibition of recombinant PI3Kgamma,Nc1ncnc2ncc(-c3ccc(O)c(O)c3)nc12,CHEMBL1148756,=,=,IC50,nM,1300.0,IC50,uM,1.3,Nc1ncnc2ncc(-c3ccc(O)c(O)c3)nc12,2007
Inhibition of recombinant PI3Kgamma,Nc1ncnc2nc(-c3ccc(O)c(O)c3)cnc12,CHEMBL1148756,=,=,IC50,nM,5100.0,IC50,uM,5.1,Nc1ncnc2nc(-c3ccc(O)c(O)c3)cnc12,2007
Inhibition of recombinant PI3Kgamma,Nc1ncnc2nc(-c3ccc(O)c(O)c3)c(-c3ccc(O)c(O)c3)nc12,CHEMBL1148756,=,=,IC50,nM,968.0,IC50,uM,0.968,Nc1ncnc2nc(-c3ccc(O)c(O)c3)c(-c3ccc(O)c(O)c3)nc12,2007
Inhibition of recombinant PI3Kgamma,Nc1nc(N)c2nc(-c3cccc(OCC(O)CO)c3)c(-c3cccc(OCC(O)CO)c3)nc2n1,CHEMBL1148756,=,=,IC50,nM,32700.0,IC50,uM,32.7,Nc1nc(N)c2nc(-c3cccc(OCC(O)CO)c3)c(-c3cccc(OCC(O)CO)c3)nc2n1,2007
Inhibition of recombinant PI3Kgamma,COc1cccc(-c2nc3nc(N)nc(N)c3nc2-c2cccc(OC)c2)c1,CHEMBL1148756,=,=,IC50,nM,12.6,IC50,nM,12.6,COc1cccc(-c2nc3nc(N)nc(N)c3nc2-c2cccc(OC)c2)c1,2007
Inhibition of recombinant PI3Kgamma,Nc1nc(N)c2nc(-c3ccccc3)c(-c3ccccc3)nc2n1,CHEMBL1148756,=,=,IC50,nM,8500.0,IC50,uM,8.5,Nc1nc(N)c2nc(-c3ccccc3)c(-c3ccccc3)nc2n1,2007
Inhibition of recombinant PI3Kgamma,Nc1nc(N)c2ncc(-c3ccc(O)c(O)c3)nc2n1,CHEMBL1148756,=,=,IC50,nM,5900.0,IC50,uM,5.9,Nc1nc(N)c2ncc(-c3ccc(O)c(O)c3)nc2n1,2007
Inhibition of recombinant PI3Kgamma,Nc1nc(N)c2ncc(-c3ccc(O)cc3)nc2n1,CHEMBL1148756,=,=,IC50,nM,4700.0,IC50,uM,4.7,Nc1nc(N)c2ncc(-c3ccc(O)cc3)nc2n1,2007
Inhibition of recombinant PI3Kgamma,Nc1nc(N)c2ncc(-c3cccc(O)c3)nc2n1,CHEMBL1148756,=,=,IC50,nM,3000.0,IC50,uM,3.0,Nc1nc(N)c2ncc(-c3cccc(O)c3)nc2n1,2007
Inhibition of recombinant PI3Kgamma,Nc1nc(N)c2nc(-c3ccc(O)cc3)c(-c3ccc(O)cc3)nc2n1,CHEMBL1148756,=,=,IC50,nM,2700.0,IC50,uM,2.7,Nc1nc(N)c2nc(-c3ccc(O)cc3)c(-c3ccc(O)cc3)nc2n1,2007
Inhibition of recombinant PI3Kgamma,Nc1nc(N)c2nc(-c3ccc(O)cc3)cnc2n1,CHEMBL1148756,=,=,IC50,nM,1200.0,IC50,uM,1.2,Nc1nc(N)c2nc(-c3ccc(O)cc3)cnc2n1,2007
Inhibition of recombinant PI3Kgamma,Nc1nc(N)c2nc(-c3ccc(O)c(O)c3)cnc2n1,CHEMBL1148756,=,=,IC50,nM,195.0,IC50,uM,0.195,Nc1nc(N)c2nc(-c3ccc(O)c(O)c3)cnc2n1,2007
Inhibition of recombinant PI3Kgamma,Nc1nc(N)c2nc(-c3cccc(O)c3)cnc2n1,CHEMBL1148756,=,=,IC50,nM,39.9,IC50,uM,0.0399,Nc1nc(N)c2nc(-c3cccc(O)c3)cnc2n1,2007
Inhibition of recombinant PI3Kgamma,Nc1nc(NCCCN2CCOCC2)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,CHEMBL1148756,=,=,IC50,nM,51000.0,IC50,uM,51.0,Nc1nc(NCCCN2CCOCC2)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,2007
Inhibition of recombinant PI3Kgamma,Nc1ncnc2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc12,CHEMBL1148756,=,=,IC50,nM,4000.0,IC50,uM,4.0,Nc1ncnc2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc12,2007
Inhibition of recombinant PI3Kgamma,Nc1nc(O)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,CHEMBL1148756,=,=,IC50,nM,48000.0,IC50,uM,48.0,Nc1nc(O)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,2007
Inhibition of recombinant PI3Kgamma,Oc1cccc(-c2nc3nc(O)nc(O)c3nc2-c2cccc(O)c2)c1,CHEMBL1148756,=,=,IC50,nM,46000.0,IC50,uM,46.0,Oc1cccc(-c2nc3nc(O)nc(O)c3nc2-c2cccc(O)c2)c1,2007
Inhibition of recombinant PI3Kgamma,Nc1ccc2nc(-c3ccc(O)cc3)c(-c3ccc(O)cc3)nc2n1,CHEMBL1148756,,,Activity,,,Activity,,,Nc1ccc2nc(-c3ccc(O)cc3)c(-c3ccc(O)cc3)nc2n1,2007
Inhibition of recombinant PI3Kgamma,Oc1cccc(-c2nc3cncnc3nc2-c2cccc(O)c2)c1,CHEMBL1148756,=,=,IC50,nM,9000.0,IC50,uM,9.0,Oc1cccc(-c2nc3cncnc3nc2-c2cccc(O)c2)c1,2007
Inhibition of recombinant PI3Kgamma,Nc1ccc2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2c1,CHEMBL1148756,=,=,IC50,nM,17000.0,IC50,uM,17.0,Nc1ccc2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2c1,2007
Inhibition of recombinant PI3Kgamma,Nc1nc(N)c2nc(-c3ccc(O)c(O)c3)c(-c3ccc(O)c(O)c3)nc2n1,CHEMBL1148756,=,=,IC50,nM,273.0,IC50,uM,0.273,Nc1nc(N)c2nc(-c3ccc(O)c(O)c3)c(-c3ccc(O)c(O)c3)nc2n1,2007
Inhibition of recombinant PI3Kgamma,Nc1ncnc2nc(-c3ccc(O)cc3)c(-c3ccc(O)cc3)nc12,CHEMBL1148756,=,=,IC50,nM,4000.0,IC50,uM,4.0,Nc1ncnc2nc(-c3ccc(O)cc3)c(-c3ccc(O)cc3)nc12,2007
Inhibition of recombinant PI3Kgamma,Nc1cncc2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc12,CHEMBL1148756,,,Activity,,,Activity,,,Nc1cncc2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc12,2007
Inhibition of recombinant PI3Kgamma,Nc1cncc2nc(-c3ccc(O)cc3)c(-c3ccc(O)cc3)nc12,CHEMBL1148756,,,Activity,,,Activity,,,Nc1cncc2nc(-c3ccc(O)cc3)c(-c3ccc(O)cc3)nc12,2007
Inhibition of recombinant PI3Kgamma,Nc1ccc2nc(-c3ccc(O)c(O)c3)c(-c3ccc(O)c(O)c3)nc2n1,CHEMBL1148756,,,Activity,,,Activity,,,Nc1ccc2nc(-c3ccc(O)c(O)c3)c(-c3ccc(O)c(O)c3)nc2n1,2007
Inhibition of recombinant PI3Kgamma,CCOP(=O)(OCC)Oc1cccc(-c2nc3nc(N)nc(N)c3nc2-c2cccc(OP(=O)(OCC)OCC)c2)c1,CHEMBL1148756,,,Activity,,,Activity,,,CCOP(=O)(OCC)Oc1cccc(-c2nc3nc(N)nc(N)c3nc2-c2cccc(OP(=O)(OCC)OCC)c2)c1,2007
Inhibition of recombinant PI3Kgamma,CCN(CC)CCOc1cccc(-c2nc3nc(N)nc(N)c3nc2-c2cccc(OCCN(CC)CC)c2)c1,CHEMBL1148756,,,Activity,,,Activity,,,CCN(CC)CCOc1cccc(-c2nc3nc(N)nc(N)c3nc2-c2cccc(OCCN(CC)CC)c2)c1,2007
Inhibition of recombinant PI3Kgamma,Oc1cccc(-c2nc3nc(NCCCN4CCOCC4)nc(NCCCN4CCOCC4)c3nc2-c2cccc(O)c2)c1,CHEMBL1148756,,,Activity,,,Activity,,,Oc1cccc(-c2nc3nc(NCCCN4CCOCC4)nc(NCCCN4CCOCC4)c3nc2-c2cccc(O)c2)c1,2007
Inhibition of recombinant PI3Kgamma,Nc1ccc2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,CHEMBL1148756,,,Activity,,,Activity,,,Nc1ccc2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,2007
Inhibition of PI3Kgamma assessed as inhibition of 32P-PIP3 formation,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,CHEMBL1138417,=,=,IC50,nM,19.0,IC50,nM,19.0,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,2007
Inhibition of PI3Kgamma assessed as inhibition of 32P-PIP3 formation,O=C1NC(=S)S/C1=C\c1ccc2c(c1)N(CCc1ccc(F)c(F)c1)C(=O)CO2,CHEMBL1138417,=,=,IC50,nM,4.84,IC50,nM,4.84,O=C1NC(=S)S/C1=C\c1ccc2c(c1)N(CCc1ccc(F)c(F)c1)C(=O)CO2,2007
Inhibition of PI3Kgamma assessed as inhibition of 32P-PIP3 formation,COc1cccc(CCN2C(=O)COc3ccc(/C=C4\SC(=S)NC4=O)cc32)c1,CHEMBL1138417,=,=,IC50,nM,2.66,IC50,nM,2.66,COc1cccc(CCN2C(=O)COc3ccc(/C=C4\SC(=S)NC4=O)cc32)c1,2007
Inhibition of PI3Kgamma assessed as inhibition of 32P-PIP3 formation,Cc1cccc(CCN2C(=O)COc3ccc(/C=C4\SC(=S)NC4=O)cc32)c1,CHEMBL1138417,=,=,IC50,nM,4.96,IC50,nM,4.96,Cc1cccc(CCN2C(=O)COc3ccc(/C=C4\SC(=S)NC4=O)cc32)c1,2007
Inhibition of PI3Kgamma assessed as inhibition of 32P-PIP3 formation,O=C1NC(=S)S/C1=C\c1ccc2c(c1)N(CCc1ccc(Cl)cc1Cl)C(=O)CO2,CHEMBL1138417,=,=,IC50,nM,4.28,IC50,nM,4.28,O=C1NC(=S)S/C1=C\c1ccc2c(c1)N(CCc1ccc(Cl)cc1Cl)C(=O)CO2,2007
Inhibition of PI3Kgamma assessed as inhibition of 32P-PIP3 formation,O=C1NC(=S)S/C1=C\c1ccc2c(c1)N(CCc1ccc(C(F)(F)F)cc1)C(=O)CO2,CHEMBL1138417,=,=,IC50,nM,1.92,IC50,nM,1.92,O=C1NC(=S)S/C1=C\c1ccc2c(c1)N(CCc1ccc(C(F)(F)F)cc1)C(=O)CO2,2007
