assay_description,canonical_smiles,document_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value,SMILES,year
Binding affinity to CDK8/CycC (unknown origin) assessed as residence time,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCCN2CCN(C(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)CC2)cc1,CHEMBL3400049,=,=,TIME,hr,27.1,Time,min,1626.0,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCCN2CCN(C(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)CC2)cc1,2015.0
Binding affinity to CDK8/CycC (unknown origin) assessed as residence time,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCCN2CCOCC2)cc1,CHEMBL3400049,<,<,TIME,hr,0.02333,Time,min,1.4,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCCN2CCOCC2)cc1,2015.0
Inhibition of CDKB/cyclinC (unknown origin) at 1 uM by FRET method,N#Cc1ccnc(Nc2cc(C3CCN(C4COC4)CC3)n(C3CCCC3)n2)c1,CHEMBL3627690,=,=,Inhibition,%,11.6,INH,%,11.6,N#Cc1ccnc(Nc2cc(C3CCN(C4COC4)CC3)n(C3CCCC3)n2)c1,2015.0
Inhibition of CDK8/cyclinC (unknown origin) at 1 uM,Cc1c(-c2cc(Nc3cc4n(n3)CCN(C)C4)c(=O)[nH]n2)ccc(F)c1NC(=O)c1cc2ccccc2s1,CHEMBL3745631,=,=,Inhibition,%,1.0,INH,%,1.0,Cc1c(-c2cc(Nc3cc4n(n3)CCN(C)C4)c(=O)[nH]n2)ccc(F)c1NC(=O)c1cc2ccccc2s1,2016.0
Inhibition of CDK8/cyclinC (unknown origin) at 100 nM,CC1(C)OCc2c(Nc3n[nH]c4ccccc34)nc(-c3cn[nH]c3)nc21,CHEMBL3758169,=,=,Inhibition,%,7.9,INH,%,7.9,CC1(C)OCc2c(Nc3n[nH]c4ccccc34)nc(-c3cn[nH]c3)nc21,2016.0
Inhibition of CDK8/cyclinC (unknown origin) at 100 nM,CC1(C)OCc2c(Nc3n[nH]c4c(Cl)cccc34)nc(-c3cn[nH]c3)nc21,CHEMBL3758169,=,=,Inhibition,%,11.7,INH,%,11.7,CC1(C)OCc2c(Nc3n[nH]c4c(Cl)cccc34)nc(-c3cn[nH]c3)nc21,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(N)=O)cc34)cc2)cn1,CHEMBL3774357,=,=,IC50,nM,110.0,IC50,uM,0.11,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(N)=O)cc34)cc2)cn1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)NC5CC5)cc34)cc2)cn1,CHEMBL3774357,=,=,IC50,nM,8.0,IC50,uM,0.008,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)NC5CC5)cc34)cc2)cn1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CC(F)(F)C5)cc34)cc2)cn1,CHEMBL3774357,=,=,IC50,nM,7.0,IC50,uM,0.007,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CC(F)(F)C5)cc34)cc2)cn1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CC(O)C5)cc34)cc2)cn1,CHEMBL3774357,=,=,IC50,nM,4.0,IC50,uM,0.004,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CC(O)C5)cc34)cc2)cn1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,COC1CN(C(=O)c2ccc3[nH]nc(Cc4ccc(-c5cnn(C)c5)cc4)c3c2)C1,CHEMBL3774357,=,=,IC50,nM,6.0,IC50,uM,0.006,COC1CN(C(=O)c2ccc3[nH]nc(Cc4ccc(-c5cnn(C)c5)cc4)c3c2)C1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CCCC5)cc34)cc2)cn1,CHEMBL3774357,=,=,IC50,nM,4.0,IC50,uM,0.004,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CCCC5)cc34)cc2)cn1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CCC(F)(F)C5)cc34)cc2)cn1,CHEMBL3774357,=,=,IC50,nM,5.0,IC50,uM,0.005,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CCC(F)(F)C5)cc34)cc2)cn1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CCOCC5)cc34)cc2)cn1,CHEMBL3774357,=,=,IC50,nM,4.0,IC50,uM,0.004,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CCOCC5)cc34)cc2)cn1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CCNCC5)cc34)cc2)cn1,CHEMBL3774357,=,=,IC50,nM,7.0,IC50,uM,0.007,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CCNCC5)cc34)cc2)cn1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CCCCC5)cc34)cc2)cn1,CHEMBL3774357,=,=,IC50,nM,6.0,IC50,uM,0.006,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CCCCC5)cc34)cc2)cn1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,Cn1ncc2cc(Cc3n[nH]c4ccc(C(=O)N5CC[C@H](O)C5)cc34)ccc21,CHEMBL3774357,=,=,IC50,nM,4.0,IC50,uM,0.004,Cn1ncc2cc(Cc3n[nH]c4ccc(C(=O)N5CC[C@H](O)C5)cc34)ccc21,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,Cn1ncc2cc(Cc3n[nH]c4ccc(C(=O)N5CCC(F)(F)C5)cc34)ccc21,CHEMBL3774357,=,=,IC50,nM,2.0,IC50,uM,0.002,Cn1ncc2cc(Cc3n[nH]c4ccc(C(=O)N5CCC(F)(F)C5)cc34)ccc21,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,Cn1ncc2cc(Cc3n[nH]c4ccc(C(=O)N5CC(O)C5)cc34)ccc21,CHEMBL3774357,=,=,IC50,nM,4.0,IC50,uM,0.004,Cn1ncc2cc(Cc3n[nH]c4ccc(C(=O)N5CC(O)C5)cc34)ccc21,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,COC1CN(C(=O)c2ccc3[nH]nc(Cc4ccc5c(cnn5C)c4)c3c2)C1,CHEMBL3774357,=,=,IC50,nM,7.0,IC50,uM,0.007,COC1CN(C(=O)c2ccc3[nH]nc(Cc4ccc5c(cnn5C)c4)c3c2)C1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,CNC(=O)c1ccc2[nH]nc(CC(C)C)c2c1,CHEMBL3774357,=,=,IC50,nM,840.0,IC50,uM,0.84,CNC(=O)c1ccc2[nH]nc(CC(C)C)c2c1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,CNC(=O)c1ccc2[nH]nc(Cc3ccc(OC)c(OC)c3)c2c1,CHEMBL3774357,=,=,IC50,nM,2500.0,IC50,uM,2.5,CNC(=O)c1ccc2[nH]nc(Cc3ccc(OC)c(OC)c3)c2c1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,CNC(=O)c1ccc2[nH]nc(Cc3cccc(C)c3)c2c1,CHEMBL3774357,=,=,IC50,nM,170.0,IC50,uM,0.17,CNC(=O)c1ccc2[nH]nc(Cc3cccc(C)c3)c2c1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,CNC(=O)c1ccc2[nH]nc(Cc3ccc4cnn(C)c4c3)c2c1,CHEMBL3774357,=,=,IC50,nM,280.0,IC50,uM,0.28,CNC(=O)c1ccc2[nH]nc(Cc3ccc4cnn(C)c4c3)c2c1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,CNC(=O)c1ccc2[nH]nc(Cc3ccc4c(cnn4C)c3)c2c1,CHEMBL3774357,=,=,IC50,nM,10.0,IC50,uM,0.01,CNC(=O)c1ccc2[nH]nc(Cc3ccc4c(cnn4C)c3)c2c1,2016.0
Binding affinity to CDK8/Cyclin C (unknown origin) by reporter displacement assay,CNC(=O)c1ccc2[nH]nc(Cc3ccc4c(cnn4C)c3)c2c1,CHEMBL3774357,=,=,IC50,nM,53.0,IC50,nM,53.0,CNC(=O)c1ccc2[nH]nc(Cc3ccc4c(cnn4C)c3)c2c1,2016.0
Binding affinity to CDK8/Cyclin C (unknown origin) assessed as residence time by reporter displacement assay,CNC(=O)c1ccc2[nH]nc(Cc3ccc4c(cnn4C)c3)c2c1,CHEMBL3774357,<,<,TIME,hr,0.02333,Time,min,1.4,CNC(=O)c1ccc2[nH]nc(Cc3ccc4c(cnn4C)c3)c2c1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,CNC(=O)c1ccc2[nH]nc(Cc3ccc(-c4cnn(C)c4)cc3)c2c1,CHEMBL3774357,=,=,IC50,nM,15.0,IC50,uM,0.015,CNC(=O)c1ccc2[nH]nc(Cc3ccc(-c4cnn(C)c4)cc3)c2c1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,CNC(=O)c1ccc2[nH]nc(Cc3ccc(-c4cnn(CC(C)(C)O)c4)cc3)c2c1,CHEMBL3774357,=,=,IC50,nM,16.0,IC50,uM,0.016,CNC(=O)c1ccc2[nH]nc(Cc3ccc(-c4cnn(CC(C)(C)O)c4)cc3)c2c1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,Cn1cnc(-c2ccc3[nH]nc(Cc4ccc(-c5cnn(C)c5)cc4)c3c2)c1,CHEMBL3774357,=,=,IC50,nM,78.0,IC50,uM,0.078,Cn1cnc(-c2ccc3[nH]nc(Cc4ccc(-c5cnn(C)c5)cc4)c3c2)c1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(-c5nccn5C)cc34)cc2)cn1,CHEMBL3774357,=,=,IC50,nM,32.0,IC50,uM,0.032,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(-c5nccn5C)cc34)cc2)cn1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(-c5cc(N)ccn5)cc34)cc2)cn1,CHEMBL3774357,=,=,IC50,nM,270.0,IC50,uM,0.27,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(-c5cc(N)ccn5)cc34)cc2)cn1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,CC(=O)Nc1ccc2[nH]nc(Cc3ccc(-c4cnn(C)c4)cc3)c2c1,CHEMBL3774357,=,=,IC50,nM,29.0,IC50,uM,0.029,CC(=O)Nc1ccc2[nH]nc(Cc3ccc(-c4cnn(C)c4)cc3)c2c1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(NS(C)(=O)=O)cc34)cc2)cn1,CHEMBL3774357,=,=,IC50,nM,73.0,IC50,uM,0.073,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(NS(C)(=O)=O)cc34)cc2)cn1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(N5CCCC5=O)cc34)cc2)cn1,CHEMBL3774357,=,=,IC50,nM,36.0,IC50,uM,0.036,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(N5CCCC5=O)cc34)cc2)cn1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,CC(=O)NCCNc1ccc2[nH]nc(Cc3ccc(-c4cnn(C)c4)cc3)c2c1,CHEMBL3774357,=,=,IC50,nM,680.0,IC50,uM,0.68,CC(=O)NCCNc1ccc2[nH]nc(Cc3ccc(-c4cnn(C)c4)cc3)c2c1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(N5CCOCC5)cc34)cc2)cn1,CHEMBL3774357,>,>,IC50,nM,30000.0,IC50,uM,30.0,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(N5CCOCC5)cc34)cc2)cn1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(S(=O)(=O)NC5CC5)cc34)cc2)cn1,CHEMBL3774357,=,=,IC50,nM,180.0,IC50,uM,0.18,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(S(=O)(=O)NC5CC5)cc34)cc2)cn1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CC[C@H](O)C5)cc34)cc2)cn1,CHEMBL3774357,=,=,IC50,nM,3.0,IC50,uM,0.003,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CC[C@H](O)C5)cc34)cc2)cn1,2016.0
Displacement of dye-labeled ATP competitive probe from recombinant human CDK8/Cyclin C incubated for 20 mins by Alexa647 probe-based FRET assay,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CC[C@@H](O)C5)cc34)cc2)cn1,CHEMBL3774357,=,=,IC50,nM,2.0,IC50,uM,0.002,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CC[C@@H](O)C5)cc34)cc2)cn1,2016.0
Binding affinity to CDK8/Cyclin C (unknown origin) by reporter displacement assay,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CC[C@@H](O)C5)cc34)cc2)cn1,CHEMBL3774357,=,=,IC50,nM,6.0,IC50,nM,6.0,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CC[C@@H](O)C5)cc34)cc2)cn1,2016.0
Binding affinity to CDK8/Cyclin C (unknown origin) assessed as residence time by reporter displacement assay,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CC[C@@H](O)C5)cc34)cc2)cn1,CHEMBL3774357,=,=,TIME,hr,1.0,Time,min,60.0,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CC[C@@H](O)C5)cc34)cc2)cn1,2016.0
Binding affinity to human CDK8 (1 to 464 amino acid residues)/Cyclin C (1 to 283 amino acid residues) assessed as residence time by reporter displacement assay,Cn1ncc2cc(-c3cnc(N)c(Cl)c3N3CCC4(CCNC4=O)CC3)ccc21,CHEMBL3797072,=,=,TIME,hr,0.8833,Time,min,53.0,Cn1ncc2cc(-c3cnc(N)c(Cl)c3N3CCC4(CCNC4=O)CC3)ccc21,2016.0
Binding affinity to human CDK8 (1 to 464 amino acid residues)/Cyclin C (1 to 283 amino acid residues) by reporter displacement assay,Cn1ncc2cc(-c3cnc(N)c(Cl)c3N3CCC4(CCNC4=O)CC3)ccc21,CHEMBL3797072,=,=,IC50,nM,4.9,IC50,nM,4.9,Cn1ncc2cc(-c3cnc(N)c(Cl)c3N3CCC4(CCNC4=O)CC3)ccc21,2016.0
Inhibition of full length human recombinant His-tagged CDK8/Cyclin C expressed in baculovirus expression system by fluorescence polarization assay,NC(=O)c1cc2c(Oc3ccc(Cl)cc3)cnc(N)c2s1,CHEMBL3804775,=,=,IC50,nM,1.5,IC50,nM,1.5,NC(=O)c1cc2c(Oc3ccc(Cl)cc3)cnc(N)c2s1,2016.0
Inhibition of full length human recombinant His-tagged CDK8/Cyclin C expressed in baculovirus expression system by fluorescence polarization assay,Cc1ncc(Oc2ccc(Cl)cc2)c2cc(C(N)=O)sc12,CHEMBL3804775,=,=,IC50,nM,8.0,IC50,nM,8.0,Cc1ncc(Oc2ccc(Cl)cc2)c2cc(C(N)=O)sc12,2016.0
Inhibition of full length human recombinant His-tagged CDK8/Cyclin C expressed in baculovirus expression system by fluorescence polarization assay,NC(=O)c1cc2c(Oc3ccc(Cl)cc3)cnc(Cl)c2s1,CHEMBL3804775,=,=,IC50,nM,11.0,IC50,nM,11.0,NC(=O)c1cc2c(Oc3ccc(Cl)cc3)cnc(Cl)c2s1,2016.0
Inhibition of full length human recombinant His-tagged CDK8/Cyclin C expressed in baculovirus expression system by fluorescence polarization assay,NC(=O)c1cc2c(Oc3ccc(Cl)cc3)cnc(F)c2s1,CHEMBL3804775,=,=,IC50,nM,16.0,IC50,nM,16.0,NC(=O)c1cc2c(Oc3ccc(Cl)cc3)cnc(F)c2s1,2016.0
Inhibition of full length human recombinant His-tagged CDK8/Cyclin C expressed in baculovirus expression system by fluorescence polarization assay,CC(=O)Nc1ccc(Oc2cncc3sc(C(N)=O)cc23)cc1,CHEMBL3804775,=,=,IC50,nM,29.0,IC50,nM,29.0,CC(=O)Nc1ccc(Oc2cncc3sc(C(N)=O)cc23)cc1,2016.0
Inhibition of full length human recombinant His-tagged CDK8/Cyclin C expressed in baculovirus expression system by fluorescence polarization assay,NC(=O)c1ccc(Oc2cncc3sc(C(N)=O)cc23)cc1,CHEMBL3804775,=,=,IC50,nM,21.0,IC50,nM,21.0,NC(=O)c1ccc(Oc2cncc3sc(C(N)=O)cc23)cc1,2016.0
Inhibition of full length human recombinant His-tagged CDK8/Cyclin C expressed in baculovirus expression system by fluorescence polarization assay,N#Cc1ccc(Oc2cncc3sc(C(N)=O)cc23)cc1,CHEMBL3804775,=,=,IC50,nM,5.1,IC50,nM,5.1,N#Cc1ccc(Oc2cncc3sc(C(N)=O)cc23)cc1,2016.0
Inhibition of full length human recombinant His-tagged CDK8/Cyclin C expressed in baculovirus expression system by fluorescence polarization assay,NC(=O)c1cc2c(Oc3ccc(OC(F)(F)F)cc3)cncc2s1,CHEMBL3804775,=,=,IC50,nM,12.0,IC50,nM,12.0,NC(=O)c1cc2c(Oc3ccc(OC(F)(F)F)cc3)cncc2s1,2016.0
Inhibition of full length human recombinant His-tagged CDK8/Cyclin C expressed in baculovirus expression system by fluorescence polarization assay,COc1ccc(Oc2cncc3sc(C(N)=O)cc23)cc1,CHEMBL3804775,=,=,IC50,nM,25.0,IC50,nM,25.0,COc1ccc(Oc2cncc3sc(C(N)=O)cc23)cc1,2016.0
Inhibition of full length human recombinant His-tagged CDK8/Cyclin C expressed in baculovirus expression system by fluorescence polarization assay,Cc1ccc(Oc2cncc3sc(C(N)=O)cc23)cc1,CHEMBL3804775,=,=,IC50,nM,6.0,IC50,nM,6.0,Cc1ccc(Oc2cncc3sc(C(N)=O)cc23)cc1,2016.0
Inhibition of full length human recombinant His-tagged CDK8/Cyclin C expressed in baculovirus expression system by fluorescence polarization assay,CNC(=O)c1cc2c(Oc3ccc(I)cc3)cncc2s1,CHEMBL3804775,=,=,IC50,nM,5.3,IC50,nM,5.3,CNC(=O)c1cc2c(Oc3ccc(I)cc3)cncc2s1,2016.0
Inhibition of full length human recombinant His-tagged CDK8/Cyclin C expressed in baculovirus expression system by fluorescence polarization assay,O=C(c1cc2c(Oc3ccc(Cl)cc3)cncc2s1)C1CC1,CHEMBL3804775,=,=,IC50,nM,59.0,IC50,nM,59.0,O=C(c1cc2c(Oc3ccc(Cl)cc3)cncc2s1)C1CC1,2016.0
Inhibition of full length human recombinant His-tagged CDK8/Cyclin C expressed in baculovirus expression system by fluorescence polarization assay,CCC(=O)c1cc2c(Oc3ccc(Cl)cc3)cncc2s1,CHEMBL3804775,=,=,IC50,nM,29.0,IC50,nM,29.0,CCC(=O)c1cc2c(Oc3ccc(Cl)cc3)cncc2s1,2016.0
Inhibition of full length human recombinant His-tagged CDK8/Cyclin C expressed in baculovirus expression system by fluorescence polarization assay,CC(=O)c1cc2c(Oc3ccc(Cl)cc3)cncc2s1,CHEMBL3804775,=,=,IC50,nM,32.0,IC50,nM,32.0,CC(=O)c1cc2c(Oc3ccc(Cl)cc3)cncc2s1,2016.0
Inhibition of full length human recombinant His-tagged CDK8/Cyclin C expressed in baculovirus expression system by fluorescence polarization assay,CC(C)NC(=O)c1cc2c(Oc3ccc(Cl)cc3)cncc2s1,CHEMBL3804775,=,=,IC50,nM,100.0,IC50,nM,100.0,CC(C)NC(=O)c1cc2c(Oc3ccc(Cl)cc3)cncc2s1,2016.0
Inhibition of full length human recombinant His-tagged CDK8/Cyclin C expressed in baculovirus expression system by fluorescence polarization assay,O=C(NC1CC1)c1cc2c(Oc3ccc(Cl)cc3)cncc2s1,CHEMBL3804775,=,=,IC50,nM,24.0,IC50,nM,24.0,O=C(NC1CC1)c1cc2c(Oc3ccc(Cl)cc3)cncc2s1,2016.0
Inhibition of full length human recombinant His-tagged CDK8/Cyclin C expressed in baculovirus expression system by fluorescence polarization assay,CCNC(=O)c1cc2c(Oc3ccc(Cl)cc3)cncc2s1,CHEMBL3804775,=,=,IC50,nM,16.0,IC50,nM,16.0,CCNC(=O)c1cc2c(Oc3ccc(Cl)cc3)cncc2s1,2016.0
